UGPA,LSAT,ZFYA,amerind,asian,black,hisp,mexican,other,puerto,white,female,male
2.9,41,-0.61,0,0,0,0,0,0,0,1,0,1
3.1,46,1.92,0,0,0,0,0,0,0,1,1,0
3,45,0.35,0,0,0,0,0,0,0,1,0,1
2.6,41,0.96,0,0,0,0,0,0,0,1,0,1
2.5,42,-0.63,0,0,1,0,0,0,0,0,0,1
3.4,38,0.41,0,1,0,0,0,0,0,0,0,1
3.2,26,-1.57,0,0,1,0,0,0,0,0,0,1
3.7,38,0.33,0,0,0,0,0,0,0,1,1,0
2.6,31,0.5,0,1,0,0,0,0,0,0,1,0
2.2,31,-0.51,0,0,1,0,0,0,0,0,0,1
2,32,-0.19,0,0,1,0,0,0,0,0,0,1
2.6,29,-2.33,0,0,1,0,0,0,0,0,0,1
2.7,27,-0.17,0,0,1,0,0,0,0,0,1,0
2.6,28,-0.99,0,0,1,0,0,0,0,0,1,0
3.8,42,1.34,0,0,0,0,0,0,0,1,1,0
3.1,40,0.44,0,0,0,0,0,0,0,1,1,0
3.1,38,0.64,0,0,0,0,0,0,0,1,1,0
3,40,-0.46,0,0,0,0,0,0,0,1,1,0
2.7,40,0.06,0,0,0,0,0,0,0,1,1,0
3.3,24,-1.24,0,0,1,0,0,0,0,0,1,0
3.6,42,0.02,0,0,0,0,0,0,0,1,0,1
2.9,43,1.34,0,0,0,0,0,0,0,1,1,0
3.3,43,1.8,0,0,0,0,0,0,0,1,1,0
2.3,44,1.34,0,0,0,0,0,0,0,1,0,1
2.6,42,0.96,0,0,0,0,0,0,0,1,0,1
2.8,32,-0.9,0,1,0,0,0,0,0,0,0,1
3.3,40,-0.32,0,0,0,0,0,0,0,1,0,1
3.6,33,0,0,0,0,0,0,0,0,1,0,1
2.9,43,-0.69,0,0,0,0,0,0,0,1,1,0
3.4,40,-0.17,0,0,0,0,0,0,0,1,1,0
3.6,41,1.11,0,0,0,0,0,0,0,1,0,1
3.3,47,1.4,0,0,0,0,0,0,0,1,1,0
3.5,37,0.87,0,0,0,0,0,0,0,1,1,0
2.7,29,-0.76,0,0,1,0,0,0,0,0,1,0
3.1,39,1.04,0,0,0,0,0,0,0,1,0,1
3.8,36,1.08,0,0,0,0,0,0,0,1,1,0
3.4,40,0.87,0,0,0,0,0,0,0,1,0,1
2.9,41,-1.64,0,0,0,0,0,0,0,1,0,1
3.1,37,-0.09,0,0,0,0,0,0,0,1,1,0
3.2,37,0.58,0,0,0,0,0,0,0,1,1,0
3,40,0.21,0,0,0,0,0,0,0,1,0,1
3.8,37,0.58,0,0,0,0,0,0,0,1,1,0
2.9,42,-0.23,0,0,0,0,0,0,0,1,0,1
3.3,28,-1.66,0,0,1,0,0,0,0,0,0,1
3.6,24,-0.69,0,0,0,0,0,0,0,1,1,0
3.6,35,0.21,0,0,0,0,0,0,0,1,1,0
3.9,33,1.06,0,0,0,0,0,0,0,1,1,0
3.1,34,-0.65,0,0,0,0,1,0,0,0,0,1
2.9,42,0.51,0,0,0,0,0,0,0,1,0,1
3.7,37,0.68,0,0,0,0,0,0,0,1,1,0
3.4,37,-0.23,0,0,0,0,0,0,0,1,1,0
3.4,39,-0.68,0,0,0,0,1,0,0,0,1,0
3.6,40,0.07,0,0,0,0,0,0,0,1,0,1
3.6,39,-0.41,0,0,0,0,0,0,0,1,1,0
2.8,40,0.41,0,0,0,0,0,0,0,1,1,0
3.5,40,0.27,0,0,0,0,0,0,0,1,1,0
3.4,38,2.04,0,0,0,0,0,0,0,1,1,0
3.1,44,0.27,0,0,0,0,0,0,0,1,0,1
3.6,33,-0.03,0,0,0,0,0,0,0,1,1,0
2.4,33,-0.75,0,0,0,0,0,0,1,0,1,0
2.5,42,1.06,0,0,0,0,0,0,0,1,0,1
2.7,32,-1.16,0,0,0,1,0,0,0,0,1,0
3.3,37,-0.68,0,0,0,0,0,0,0,1,1,0
3.1,30,-0.03,0,0,0,0,1,0,0,0,1,0
3.2,42,2.35,0,0,0,0,0,0,0,1,0,1
3.5,35,0.34,0,0,0,0,0,0,0,1,0,1
3.7,39,0.27,0,0,0,0,0,0,0,1,1,0
3.5,36,-1.19,0,0,0,0,0,0,0,1,1,0
3.6,41,1.91,0,0,0,0,0,0,0,1,0,1
3.3,39,-0.85,0,0,0,0,0,0,0,1,1,0
3.6,38,-0.48,0,0,0,0,0,0,0,1,1,0
3.6,31,-0.03,0,0,0,0,0,0,0,1,0,1
3.2,37,-0.24,0,0,0,0,0,0,0,1,1,0
3.2,46,1.34,0,0,0,0,0,0,0,1,1,0
3.2,38,1.6,0,0,0,0,0,0,0,1,1,0
3.2,35,1.23,0,0,0,0,0,0,0,1,0,1
3.3,37,-0.45,0,0,0,0,0,0,0,1,0,1
2.5,31,-1.5,0,0,0,0,1,0,0,0,1,0
3.9,37,2.22,0,0,0,1,0,0,0,0,1,0
3.5,35,0.2,0,0,0,0,0,0,0,1,1,0
3.4,41,1.74,0,0,0,0,0,0,0,1,0,1
3,44,0.71,0,0,0,0,0,0,0,1,1,0
3.5,44,1.7,0,0,0,0,0,0,0,1,1,0
3.9,36,-0.58,1,0,0,0,0,0,0,0,1,0
3.1,40,-0.11,0,0,0,0,0,0,0,1,1,0
3.7,39,-0.24,0,0,0,0,0,0,0,1,0,1
3.2,46,1.12,0,0,0,0,0,0,0,1,0,1
2.7,35,-0.89,0,1,0,0,0,0,0,0,0,1
3.5,29,-0.45,0,0,0,0,0,0,0,1,0,1
3.1,36,0.37,0,0,0,0,0,0,0,1,1,0
3.2,38,0,0,0,0,0,0,0,0,1,1,0
3.5,29,-0.99,0,0,0,0,0,0,0,1,1,0
3.5,35,1.23,0,0,0,0,0,0,0,1,0,1
3.9,37,-1.16,0,0,0,0,0,0,0,1,1,0
3.2,39,0.65,0,0,0,0,0,0,0,1,1,0
3.3,41,1.06,0,0,0,0,0,0,0,1,0,1
3.5,39,-0.41,0,0,0,0,0,0,0,1,1,0
2.9,40,-0.07,0,0,0,0,0,0,0,1,1,0
3.4,34,0.17,0,0,0,0,0,0,0,1,1,0
2.5,43,-1.3,0,0,0,0,0,0,0,1,1,0
3.8,39,1.4,0,0,0,0,0,0,0,1,1,0
3.4,38,-1.13,0,0,0,0,0,0,0,1,0,1
3.4,32,-0.34,0,0,0,0,0,0,0,1,1,0
3.5,41,-0.17,0,0,0,0,0,0,0,1,1,0
3.4,32,-1.78,0,0,0,0,0,0,0,1,1,0
3.9,41,0.17,0,0,0,0,0,0,0,1,0,1
3.4,48,1.26,0,0,0,0,0,0,0,1,0,1
3.3,39,0.55,0,0,0,0,0,0,0,1,0,1
2.7,42,-0.55,0,0,0,0,0,0,0,1,0,1
3.7,35,0.71,0,0,0,0,0,0,0,1,1,0
3.4,39,-1.16,0,0,0,0,0,0,0,1,1,0
3,39,0.38,0,0,0,0,0,0,0,1,1,0
3.7,34,-0.43,0,0,0,0,0,0,0,1,1,0
2.8,36,-0.88,0,0,0,0,0,0,0,1,1,0
3.3,36,-1.55,0,0,0,0,0,1,0,0,0,1
3,34,0.01,0,0,0,0,0,0,0,1,1,0
3.3,43,-0.07,0,0,0,0,0,0,0,1,0,1
2.6,40,-2.57,0,0,0,0,0,0,0,1,1,0
3.2,45,0.17,0,0,0,0,0,0,0,1,0,1
3.2,37,-1.18,0,0,0,0,0,0,0,1,1,0
3.5,36,0.3,0,0,0,0,0,0,0,1,1,0
2.9,43,-1.58,0,0,0,0,0,0,0,1,1,0
3,41,-0.22,0,0,0,0,0,0,0,1,1,0
2.9,41,-0.46,0,0,0,0,0,0,0,1,0,1
3.6,41,1.16,0,0,0,0,0,0,0,1,1,0
3.1,40,1.03,0,0,0,0,0,0,0,1,0,1
3.4,36,-0.85,0,0,0,0,0,0,0,1,0,1
2.9,42,0.17,0,0,0,0,0,0,0,1,0,1
3.3,39,0.82,0,0,0,0,0,0,0,1,1,0
3.4,39,-0.61,0,0,0,0,0,0,0,1,0,1
3.1,41,0.35,0,0,0,0,0,0,0,1,1,0
3,38,0.64,0,0,0,0,0,0,0,1,1,0
2.9,23,-2.81,0,0,1,0,0,0,0,0,1,0
3.1,37,0.66,0,0,0,0,0,0,0,1,1,0
3.1,40,1.94,0,0,0,0,0,0,0,1,1,0
3.6,39,1.13,0,0,0,0,0,0,0,1,0,1
3.6,38,0.53,0,0,0,0,0,0,0,1,0,1
2.7,28,-1.69,0,0,1,0,0,0,0,0,0,1
3.4,36,-0.88,0,0,0,0,0,0,0,1,1,0
3.4,38,0.27,0,0,0,0,0,0,0,1,1,0
3.1,39,-0.38,0,0,0,0,0,0,0,1,0,1
2.9,41,-1.03,0,0,0,0,0,0,0,1,1,0
3.4,38,0.74,0,0,0,0,0,0,0,1,0,1
2.4,21,-0.72,0,0,1,0,0,0,0,0,0,1
2.6,41,-1.11,0,0,0,0,0,0,0,1,1,0
2.9,41,1.13,0,0,0,0,0,0,0,1,0,1
2.9,37,0.95,0,0,0,0,0,0,0,1,0,1
3.2,31,-0.51,0,1,0,0,0,0,0,0,1,0
3.5,38,0.77,0,0,0,0,0,0,0,1,0,1
3.3,40,1.76,0,0,0,0,0,0,0,1,1,0
3,37,0.79,0,0,0,0,0,0,0,1,1,0
3.6,47,1.42,0,0,0,0,0,0,0,1,0,1
2.5,45,0.87,0,0,0,0,0,0,0,1,0,1
3.5,30,-0.56,0,0,0,0,0,0,0,1,0,1
3.5,39,1.47,0,0,0,0,0,0,0,1,1,0
2.8,42,0.17,0,0,0,0,0,0,0,1,0,1
3.3,38,0.04,0,0,0,0,0,0,0,1,1,0
3,36,-0.56,0,0,0,0,0,0,0,1,0,1
3.3,40,0.72,0,0,0,0,0,0,0,1,1,0
2.6,41,0.33,0,0,0,0,0,0,0,1,0,1
3.5,40,-0.25,0,0,0,0,0,0,0,1,1,0
3.6,38,0.14,0,0,0,0,0,0,0,1,0,1
3.6,37,1.45,0,0,0,0,0,0,0,1,1,0
3.3,43,0.48,0,0,0,0,0,0,0,1,0,1
3.2,40,0.51,0,0,0,0,0,0,0,1,0,1
2.8,40,0.93,0,1,0,0,0,0,0,0,1,0
2.3,44,2.6,0,0,0,0,0,0,0,1,0,1
3,27,-1.42,0,1,0,0,0,0,0,0,1,0
2.8,44,0.06,0,0,0,0,0,0,0,1,0,1
2.7,43,-0.98,0,0,0,0,0,0,0,1,1,0
2.5,41,0.59,0,0,0,0,0,0,0,1,0,1
3.3,38,0.77,0,0,0,0,0,0,0,1,0,1
3,40,0.9,0,0,0,0,0,0,0,1,0,1
3.3,42,0.93,0,0,0,0,0,0,0,1,0,1
3.7,36,1.25,0,0,0,0,0,0,0,1,1,0
3.5,33,-0.22,0,0,0,0,0,0,0,1,0,1
2.9,39,1.1,0,0,0,0,0,0,0,1,1,0
3.2,32,1.65,0,0,0,0,0,0,0,1,0,1
3.1,33,-0.32,0,0,0,0,0,0,0,1,1,0
3.9,34,-0.07,0,0,0,0,0,0,0,1,1,0
3.1,36,0.39,0,0,0,0,0,0,0,1,1,0
3.1,36,0.03,0,0,0,0,0,0,0,1,0,1
2.7,27,-0.54,0,0,0,0,1,0,0,0,1,0
3.2,34,-1.05,0,0,0,0,0,0,0,1,0,1
3.8,36,-0.36,0,0,0,0,0,0,0,1,0,1
2.7,36,-0.07,0,0,0,0,0,0,0,1,1,0
3,28,0.66,0,0,0,0,1,0,0,0,0,1
3.1,31,-0.91,0,0,0,0,0,0,0,1,0,1
2.9,27,0.29,0,1,0,0,0,0,0,0,0,1
2.9,36,0.92,0,0,0,0,0,0,0,1,0,1
3.1,37,-0.4,0,0,0,0,0,0,0,1,1,0
3.1,34,-0.6,0,0,0,0,0,0,0,1,0,1
3,38,1.14,0,0,0,0,0,0,0,1,1,0
3.4,38,0.68,0,0,0,0,0,0,0,1,1,0
3.6,35,1.59,0,0,0,0,0,0,0,1,1,0
2.8,37,1.41,0,0,0,0,0,0,0,1,0,1
3.1,31,0.78,0,0,0,0,0,0,0,1,1,0
2.8,35,-1.52,0,0,0,0,0,0,0,1,0,1
2.9,35,-0.64,0,0,0,0,0,0,0,1,1,0
3.1,23,-0.6,0,0,1,0,0,0,0,0,1,0
2.3,28,-0.16,0,0,1,0,0,0,0,0,1,0
3.4,33,0.86,0,0,0,0,0,0,0,1,1,0
3.4,31,0.05,0,0,0,0,0,0,0,1,0,1
3.2,38,1.06,0,0,0,0,0,0,0,1,1,0
2.8,36,-0.97,0,0,0,0,0,0,0,1,1,0
3.6,27,-0.3,0,0,1,0,0,0,0,0,0,1
3.7,31,-0.36,0,0,0,0,0,0,0,1,0,1
3.1,36,0.11,0,0,0,0,0,0,0,1,0,1
2.7,28,-1.07,0,0,0,0,0,0,0,1,1,0
3.3,33,-1.11,0,0,0,0,0,0,0,1,0,1
2.9,37,-0.14,0,0,0,0,0,0,0,1,0,1
3.3,42,-0.79,0,0,0,0,0,0,0,1,0,1
3.8,37,0.86,0,0,0,0,0,0,0,1,0,1
3,35,-0.22,0,0,0,0,0,0,0,1,1,0
2.9,37,-0.72,0,0,0,0,0,0,0,1,0,1
3.6,34,0.11,0,0,0,0,0,0,0,1,1,0
3.3,34,0.39,0,0,0,0,0,0,0,1,0,1
3.4,35,0.56,0,0,0,0,0,0,0,1,1,0
3.5,26,-1.07,0,0,0,1,0,0,0,0,0,1
3,36,-0.01,0,0,0,0,0,0,0,1,0,1
3.6,33,0.25,0,0,0,0,0,0,0,1,1,0
4,40,1.96,0,0,0,0,0,0,0,1,1,0
2.7,37,-0.42,0,0,0,0,0,0,0,1,1,0
3.4,34,0.86,0,0,0,0,0,0,0,1,0,1
3.2,30,0.03,0,0,0,0,0,0,0,1,0,1
3.6,35,0.8,0,0,0,0,0,0,0,1,1,0
2.9,34,-1.01,0,0,0,0,0,0,0,1,1,0
3.3,33,-0.97,0,0,0,0,0,0,0,1,0,1
3.2,33,-0.48,0,0,0,0,0,0,0,1,0,1
3.3,32,0.13,0,0,0,0,0,0,0,1,0,1
2.7,34,-0.76,0,0,0,0,0,0,0,1,0,1
3.5,32,1.49,0,0,0,0,0,0,0,1,1,0
3.4,34,0.09,0,0,0,0,0,0,0,1,0,1
3.7,27,0.45,0,0,0,0,0,0,0,1,1,0
2.6,37,-0.68,0,0,0,0,0,0,0,1,0,1
3.3,39,0.15,0,0,0,0,0,0,0,1,0,1
2.7,31,-0.91,0,0,0,0,0,0,0,1,0,1
3.1,41,-0.14,0,0,0,0,0,0,0,1,0,1
2.3,36,0.01,0,0,0,0,0,0,0,1,0,1
2.9,33,0.7,0,0,0,0,0,0,0,1,0,1
3.1,35,-0.76,0,0,0,0,0,0,0,1,0,1
3.5,28,-0.66,0,0,0,0,0,1,0,0,0,1
3.1,37,0.17,0,0,0,0,0,0,0,1,0,1
3.5,35,0.88,0,0,0,0,0,0,0,1,1,0
3.4,45,1.45,0,0,0,0,0,0,0,1,0,1
2.8,32,-0.99,0,0,0,0,0,0,0,1,0,1
2.7,34,0.41,0,0,0,0,0,0,0,1,0,1
3.6,33,0.49,0,0,0,0,0,0,0,1,1,0
3.5,34,0.96,0,0,0,0,0,0,0,1,1,0
3.1,40,-0.95,0,0,0,0,0,0,0,1,0,1
3,32,-0.03,0,0,0,0,0,0,0,1,0,1
2.7,37,0.11,0,0,0,0,0,0,0,1,0,1
3.7,32,0.78,0,0,0,0,0,0,0,1,1,0
3.1,38,-0.2,0,0,0,0,0,0,0,1,0,1
3.5,33,0.72,0,0,0,0,0,0,0,1,1,0
3,35,-1.01,0,0,0,0,0,0,0,1,1,0
3.2,34,-0.6,0,0,0,0,0,0,0,1,0,1
2.7,41,0.01,0,0,0,0,0,0,0,1,1,0
3.3,36,1.67,0,0,0,0,0,0,0,1,0,1
3.7,32,1.33,0,0,0,0,0,0,0,1,1,0
2.9,35,-0.52,0,0,0,0,0,0,0,1,0,1
3.1,33,0.49,0,0,0,0,0,0,0,1,0,1
2.5,37,-0.56,0,0,0,0,0,0,0,1,0,1
2.3,43,-1.33,0,0,0,0,0,0,0,1,1,0
3.1,37,0.19,0,0,0,0,0,0,0,1,1,0
2.9,39,-1.88,0,0,0,0,0,0,0,1,0,1
3.5,36,0.43,0,0,0,0,0,0,0,1,1,0
3.9,37,1.23,0,0,0,0,0,0,0,1,1,0
2.9,37,-0.38,0,0,0,0,0,0,0,1,1,0
3.5,29,1.16,0,0,0,0,0,0,0,1,1,0
3.2,24,-0.56,0,0,0,0,0,0,0,1,0,1
3.2,33,1.23,0,0,0,0,0,0,0,1,1,0
3.2,38,-1.23,0,1,0,0,0,0,0,0,0,1
3.9,43,0.66,0,0,0,0,0,0,0,1,0,1
3.6,37,-0.94,0,1,0,0,0,0,0,0,0,1
3.9,41,0.24,0,0,0,0,0,0,0,1,1,0
3.9,42,0.56,0,0,0,0,0,0,0,1,1,0
3.8,40,0.02,0,0,0,0,0,0,0,1,0,1
3.4,37,0.81,0,0,0,0,0,0,0,1,0,1
3.5,48,1.89,0,0,0,0,0,0,0,1,0,1
3,44,-0.25,0,0,0,0,0,0,0,1,0,1
3.8,41,1.57,0,0,0,0,0,0,0,1,1,0
3.9,39,0.86,0,0,0,0,0,0,0,1,0,1
3.6,40,1.52,0,0,0,0,0,0,0,1,0,1
3.9,40,1.2,0,0,0,0,0,0,0,1,1,0
3.6,37,-0.4,0,0,0,0,0,0,0,1,1,0
3.5,39,0.46,0,0,0,0,0,0,0,1,0,1
3.7,47,0.81,0,0,0,0,0,0,0,1,0,1
3.2,42,-0.84,0,0,0,0,0,0,0,1,0,1
3.6,40,0.24,0,0,0,0,0,0,0,1,0,1
3.3,44,1.64,0,0,0,0,0,0,0,1,1,0
3.9,41,0.68,0,0,0,0,0,0,0,1,0,1
3.5,42,-0.72,0,0,0,0,0,0,0,1,0,1
3.8,35,-1.14,0,0,0,0,0,0,0,1,0,1
3.3,43,1.13,0,0,0,0,0,0,0,1,0,1
3,41,-0.2,0,1,0,0,0,0,0,0,0,1
3.7,48,0.76,0,0,0,0,0,0,0,1,1,0
3.3,40,-0.94,0,1,0,0,0,0,0,0,1,0
3.5,48,1.94,0,0,0,0,0,0,0,1,1,0
3.6,40,-0.1,0,0,0,0,0,0,0,1,1,0
3.6,46,-0.03,0,0,0,0,0,0,0,1,1,0
3.6,40,0.86,0,0,0,0,0,0,0,1,0,1
4,41,1.22,0,0,0,0,0,0,0,1,1,0
3.8,40,0.29,0,0,0,0,0,0,0,1,0,1
3.6,39,-0.87,0,0,0,0,0,0,0,1,1,0
3.6,41,0.12,0,0,0,0,0,0,0,1,0,1
3.3,42,1.2,0,0,0,0,0,0,0,1,1,0
3.8,37,0.19,0,0,0,0,0,0,0,1,0,1
3.7,38,0.24,0,0,0,0,0,0,0,1,1,0
3.7,41,1.22,0,0,0,0,0,0,0,1,0,1
3.9,35,-1.38,0,0,0,0,0,0,0,1,1,0
3.5,43,-0.35,0,0,0,0,0,0,0,1,1,0
3.3,44,-0.57,0,0,0,0,0,0,0,1,1,0
3.6,39,0.44,0,0,0,0,0,0,0,1,0,1
3.9,37,0.17,0,0,0,0,0,0,0,1,1,0
3.3,41,-0.79,0,0,0,0,0,0,0,1,1,0
3.7,41,-1.21,0,0,0,0,0,0,0,1,0,1
3,48,1.57,0,0,0,0,0,0,0,1,1,0
3.4,44,-1.01,0,0,0,0,0,0,0,1,0,1
3.6,39,-1.38,0,0,0,0,0,0,0,1,1,0
3.7,42,1.1,0,0,0,0,0,0,0,1,1,0
3.3,38,0.12,0,0,0,0,0,0,0,1,0,1
3.5,36,-0.25,0,0,0,0,0,0,0,1,1,0
3.9,41,0.95,0,0,0,0,0,0,0,1,0,1
3.8,40,0.54,0,0,0,0,0,0,0,1,0,1
3.9,43,-0.99,0,0,0,0,0,0,0,1,1,0
3.3,45,1.57,0,0,0,0,0,0,0,1,1,0
3.9,36,-0.67,0,0,0,0,0,0,0,1,0,1
4,38,-0.35,0,0,0,0,0,0,0,1,0,1
3.8,44,-0.55,0,0,0,0,0,0,0,1,0,1
3.3,42,0.09,0,0,0,0,0,0,0,1,1,0
3.1,44,-0.67,0,0,0,0,0,0,0,1,0,1
2.5,33,-0.03,0,0,1,0,0,0,0,0,1,0
3.7,40,-1.46,0,0,0,0,0,0,0,1,1,0
3.5,46,0.59,0,0,0,0,0,0,0,1,1,0
3.9,46,-0.94,0,0,0,0,0,0,0,1,0,1
3.4,36,-1.43,0,0,0,0,0,0,0,1,1,0
3.5,42,-1.01,0,0,0,0,0,0,0,1,0,1
4,40,0.91,0,0,0,0,0,0,0,1,0,1
3.5,39,-0.79,0,0,0,0,0,0,0,1,0,1
3.7,37,0.51,0,0,0,0,0,0,0,1,1,0
3.6,36,0.72,0,0,0,0,0,0,0,1,0,1
3.1,37,0.78,0,0,0,0,0,0,0,1,0,1
3.2,33,-0.04,0,0,0,0,0,0,0,1,0,1
3.8,31,-0.45,0,0,0,0,0,0,0,1,0,1
3.4,35,-0.11,0,0,0,0,0,0,0,1,0,1
3.4,36,-0.45,0,0,0,0,0,0,0,1,0,1
3.3,29,-0.59,1,0,0,0,0,0,0,0,1,0
3,40,-0.17,0,0,0,0,0,0,0,1,1,0
3,34,-1.12,0,0,0,0,0,0,0,1,1,0
3.6,37,0.29,0,0,0,0,0,0,0,1,0,1
2.5,32,-0.78,0,0,0,0,0,0,0,1,0,1
3,36,-0.99,0,0,0,0,0,0,0,1,0,1
3.6,34,1.6,0,0,0,0,0,0,0,1,0,1
2.8,32,-0.38,0,0,0,0,0,0,0,1,1,0
3.5,40,1.05,0,0,0,0,0,0,0,1,1,0
3.3,27,-0.78,0,0,0,0,0,0,0,1,1,0
3.4,34,0.51,0,0,0,0,0,0,0,1,1,0
3.4,32,-1.33,0,0,0,0,0,0,0,1,1,0
3.2,39,1.12,0,0,0,0,0,0,0,1,0,1
3.5,28,0.44,0,0,0,0,0,0,0,1,1,0
3.7,37,1.12,0,0,0,0,0,0,0,1,0,1
2.7,32,-0.93,0,0,0,0,0,0,0,1,0,1
3.9,31,-0.66,0,0,0,0,0,0,0,1,0,1
3.2,37,-0.23,0,0,0,0,0,0,0,1,1,0
3.6,37,-0.51,0,0,0,0,0,0,0,1,0,1
3.7,31,1.39,0,0,0,0,0,0,0,1,0,1
3.1,25,-0.59,0,0,0,0,0,0,0,1,1,0
3.3,36,-1.4,0,0,0,0,0,0,0,1,0,1
3,37,-0.99,0,0,0,0,0,0,0,1,0,1
2.4,39,0.51,0,0,0,0,0,0,0,1,0,1
2.9,33,-1.12,0,0,0,0,0,0,0,1,1,0
2.6,38,-0.11,0,0,0,0,0,0,0,1,0,1
3.5,35,0.65,0,0,0,0,0,0,0,1,1,0
2.9,39,1.39,0,0,0,0,0,0,0,1,0,1
3.2,38,-0.18,0,0,0,0,0,0,0,1,0,1
3.1,33,0.08,0,0,0,0,0,0,0,1,0,1
3.2,37,1.36,0,0,0,0,0,0,0,1,1,0
2.7,26,0.49,0,0,0,0,0,0,0,1,0,1
3.5,35,0.27,0,0,0,0,0,0,0,1,0,1
2.3,42,1.66,0,0,0,0,0,0,0,1,0,1
2.7,30,-1.05,0,0,0,0,0,0,0,1,0,1
2.8,36,-0.72,0,0,0,0,0,0,0,1,0,1
3.4,34,-0.09,0,0,0,0,0,0,0,1,0,1
3.1,36,0.15,0,0,0,0,0,0,0,1,0,1
3.6,33,1.27,0,0,0,0,0,0,0,1,0,1
3,33,-1.51,0,0,0,0,0,0,0,1,0,1
3.9,37,0.36,0,0,0,0,0,0,0,1,1,0
3.2,40,1.19,0,0,0,0,0,0,0,1,1,0
3,35,-0.42,0,0,0,0,0,0,0,1,1,0
2.4,42,1.55,0,0,0,0,0,0,0,1,0,1
2.5,32,0.39,0,0,0,0,0,0,0,1,0,1
3.3,39,1.01,0,0,0,0,0,0,0,1,0,1
3.6,38,0.41,0,0,0,0,0,0,0,1,1,0
2.9,38,1.31,0,0,0,0,0,0,0,1,0,1
3.5,36,0.6,0,0,0,0,0,0,0,1,1,0
2.9,32,-0.73,0,0,0,0,0,0,0,1,0,1
2.6,36,0.51,0,0,0,0,0,0,0,1,0,1
2.6,32,-0.37,0,0,0,0,0,0,0,1,0,1
2.8,32,-0.94,0,0,0,0,0,0,0,1,1,0
3.9,25,1.69,0,0,0,0,0,0,0,1,0,1
2.7,36,0.01,0,0,0,0,0,0,0,1,0,1
3.5,36,-1.05,0,0,0,0,0,0,0,1,0,1
3.5,34,1.24,0,0,0,0,0,0,0,1,1,0
3.2,37,0.91,0,0,0,0,0,0,0,1,0,1
3.3,29,-1.13,0,0,0,0,0,0,0,1,1,0
2.4,41,-1.41,0,0,0,0,0,0,0,1,1,0
2.8,31,0.44,0,0,0,0,0,0,0,1,0,1
2.7,38,0.55,0,0,0,0,0,0,0,1,0,1
2.7,32,0.84,0,0,0,0,0,0,0,1,0,1
3,33,-1.1,0,0,0,0,0,0,0,1,0,1
2.2,34,0.55,0,0,0,0,0,0,0,1,0,1
3.5,38,0.13,0,0,0,0,0,0,0,1,1,0
2.9,37,-0.37,0,0,0,0,0,0,0,1,0,1
3.3,24,-2.1,0,0,0,0,0,0,0,1,1,0
3.4,32,-0.08,0,0,0,0,0,0,0,1,1,0
2.2,35,-0.65,0,0,0,0,0,0,0,1,0,1
2.9,35,-1.13,0,0,0,0,0,0,0,1,0,1
2.4,33,-0.99,0,0,0,0,0,0,0,1,0,1
3.2,40,-1.4,0,0,0,0,0,0,0,1,0,1
3.7,38,-1.09,0,0,0,0,0,0,0,1,1,0
2.8,45,0.68,0,0,0,0,0,0,0,1,0,1
3.8,40,0.68,0,0,0,0,0,0,0,1,0,1
4,42,0.99,0,0,0,0,0,0,0,1,0,1
3.6,44,-0.12,0,0,0,0,0,0,0,1,0,1
3.6,39,-1.03,0,0,0,0,0,0,0,1,0,1
3.9,40,1.66,0,0,0,0,0,0,0,1,0,1
2.9,37,-1.45,0,1,0,0,0,0,0,0,1,0
2.9,41,1.3,0,0,0,0,0,0,0,1,0,1
3.5,33,-0.12,0,0,0,0,0,0,0,1,1,0
3.5,38,1.04,0,0,0,0,0,0,0,1,0,1
3.8,40,0.99,0,0,0,0,0,0,0,1,0,1
3.5,40,0.62,0,0,0,0,0,0,0,1,0,1
3,45,0.31,0,0,0,0,0,0,0,1,0,1
2.8,40,0.26,0,0,0,0,0,0,0,1,1,0
3.4,39,0.31,0,0,0,0,0,0,0,1,1,0
3.4,40,-0.05,0,0,0,0,0,0,0,1,1,0
3.1,41,-1.76,0,0,0,0,0,0,0,1,0,1
3.4,39,-0.72,0,0,0,0,0,0,0,1,0,1
3.9,40,1.66,0,0,0,0,0,0,0,1,0,1
3.8,44,1.3,0,0,0,0,0,0,0,1,0,1
3.4,40,-0.67,0,0,0,0,0,0,0,1,0,1
3.1,41,-0.72,0,0,0,0,0,0,0,1,0,1
2.9,44,1.3,0,0,0,0,0,0,0,1,1,0
2.7,47,-0.72,0,0,0,0,0,0,0,1,0,1
2.9,37,-1.45,0,1,0,0,0,0,0,0,0,1
3.2,40,-1.09,0,0,0,0,0,0,0,1,1,0
3.1,41,0.26,0,0,0,0,0,0,0,1,1,0
3.3,40,-0.05,0,0,0,0,0,0,0,1,0,1
3.7,43,0.26,0,0,0,0,0,0,0,1,0,1
3.7,41,1.66,0,0,0,0,0,0,0,1,0,1
3.7,37,1.35,0,0,0,0,0,0,0,1,0,1
3.6,37,0.31,0,0,0,0,0,0,0,1,1,0
3.2,40,-0.72,0,0,0,0,0,0,0,1,0,1
3.6,39,0.62,0,0,0,0,0,0,0,1,0,1
3.9,34,-0.05,0,0,0,0,0,0,0,1,0,1
3.3,41,-1.15,0,0,0,0,0,0,0,1,0,1
3.9,36,0.62,0,0,0,0,0,0,0,1,0,1
3.9,41,1.35,0,0,0,0,0,0,0,1,1,0
3.8,37,-0.67,0,0,0,0,0,0,0,1,1,0
